project_id,project_name,ministry,sector,state,implementing_agency,original_cost,revised_cost,cumulative_expenditure,planned_duration_months,elapsed_months,expected_delay_months,physical_progress,expected_progress,financial_progress,previous_physical_progress,progress_change,previous_expenditure,expenditure_change,total_milestones,completed_milestones,delayed_milestones,progress_gap,cost_overrun_percent,time_overrun_percent,cost_overrun,time_overrun,risk_score,risk_level
PRJ-01794,Infrastructure Project 01794,Ministry of Communications,Water & Sanitation,Gujarat,Infrastructure Development Authority,23919.83,25647.6,6114.87,59,5,0.0,11.12,8.47,21.03,6.84,4.28,5495.9,618.97,21,21,1,-2.65,7.22,0.0,0,0,11.94,Low
PRJ-01795,Infrastructure Project 01795,Ministry of Coal,Social Infrastructure,Andhra Pradesh,Infrastructure Development Authority,24559.69,24928.61,16761.21,93,47,0.53,44.42,50.54,67.72,40.88,3.54,14940.63,1820.59,6,6,0,6.12,1.5,0.57,0,0,12.9,Low
PRJ-01796,Infrastructure Project 01796,Ministry of Power,Mining,Karnataka,State Government Agency,46794.11,57676.13,19332.38,42,47,9.1,100.0,100.0,30.48,92.13,7.87,18741.74,590.65,28,5,2,0.0,23.26,21.67,1,1,20.91,Low
PRJ-01797,Infrastructure Project 01797,Ministry of Jal Shakti,Steel,Bihar,Central Government Agency,29000.41,33255.26,17418.43,73,6,10.69,21.36,8.22,50.51,16.86,4.5,15686.66,1731.77,16,8,0,-13.14,14.67,14.64,1,1,12.19,Low
PRJ-01798,Infrastructure Project 01798,Ministry of Coal,Transport & Logistics,Bihar,Public Sector Undertaking,14592.34,20654.52,12709.69,27,11,10.84,43.8,40.74,60.22,39.21,4.59,12090.73,618.96,26,3,0,-3.05,41.54,40.13,1,1,45.14,Medium
PRJ-01799,Infrastructure Project 01799,Ministry of Jal Shakti,Communication,Gujarat,State Government Agency,4576.34,4768.58,3935.19,24,26,0.0,87.05,100.0,82.18,79.11,7.94,3433.76,501.42,29,20,2,12.95,4.2,0.0,0,0,13.15,Low
PRJ-01800,Infrastructure Project 01800,Ministry of Road Transport,Transport & Logistics,Karnataka,Public Sector Undertaking,16543.74,18203.33,2807.09,72,57,16.38,66.2,79.17,13.29,58.71,7.49,2772.79,34.3,13,12,1,12.96,10.03,22.75,1,1,25.8,Low
PRJ-01801,Infrastructure Project 01801,Ministry of Railways,Energy,West Bengal,Public Sector Undertaking,43575.01,46755.56,23166.28,73,61,1.79,81.91,83.56,55.28,80.51,1.4,21583.52,1582.76,15,9,0,1.65,7.3,2.45,0,0,0.0,Low
PRJ-01802,Infrastructure Project 01802,Ministry of Coal,Social Infrastructure,Maharashtra,State Government Agency,25782.15,26268.21,12148.23,63,60,0.0,100.0,95.24,48.75,98.27,1.73,10604.59,1543.64,29,24,0,-4.76,1.89,0.0,0,0,0.0,Low
PRJ-01803,Infrastructure Project 01803,Ministry of Communications,Steel,Rajasthan,Public Sector Undertaking,44921.83,53777.87,13046.37,71,52,8.77,80.81,73.24,17.88,76.81,4.0,12853.52,192.86,10,10,0,-7.57,19.71,12.35,1,1,31.9,Low
PRJ-01804,Infrastructure Project 01804,Ministry of Housing,Communication,Odisha,State Government Agency,25673.4,30881.19,3317.35,109,47,26.1,25.7,43.12,8.32,24.27,1.43,3090.37,226.98,9,3,2,17.42,20.28,23.95,1,1,46.43,Medium
PRJ-01805,Infrastructure Project 01805,Ministry of Jal Shakti,Steel,Madhya Pradesh,Central Government Agency,2680.0,3132.09,1968.39,33,42,2.28,100.0,100.0,61.47,99.93,0.07,1883.25,85.14,28,24,0,0.0,16.87,6.9,1,0,14.8,Low
PRJ-01806,Infrastructure Project 01806,Ministry of Housing,Social Infrastructure,Tamil Nadu,Public Sector Undertaking,3287.48,3972.04,291.6,28,10,0.0,21.59,35.71,3.14,21.55,0.04,270.74,20.86,9,0,1,14.13,20.82,0.0,1,0,38.82,Medium
PRJ-01807,Infrastructure Project 01807,Ministry of Housing,Coal,Rajasthan,State Government Agency,31124.81,33524.62,12694.34,107,104,3.07,86.04,97.2,33.04,80.51,5.53,11272.54,1421.79,7,1,2,11.15,7.71,2.87,0,0,32.42,Low
PRJ-01808,Infrastructure Project 01808,Ministry of Railways,Communication,Telangana,Central Government Agency,39613.29,45977.03,17577.58,25,18,2.54,59.56,72.0,36.79,54.98,4.58,16731.02,846.55,26,20,1,12.44,16.06,10.17,1,1,32.96,Low
PRJ-01809,Infrastructure Project 01809,Ministry of Housing,Social Infrastructure,Uttar Pradesh,Central Government Agency,19940.5,27749.74,13441.79,34,40,10.51,100.0,100.0,43.86,94.75,5.25,13123.2,318.58,7,4,0,0.0,39.16,30.9,1,1,32.84,Low
PRJ-01810,Infrastructure Project 01810,Ministry of Jal Shakti,Water & Sanitation,Karnataka,Central Government Agency,35436.61,37107.09,14236.15,115,111,0.0,93.94,96.52,46.78,90.64,3.3,12926.82,1309.33,17,0,0,2.58,4.71,0.0,0,0,9.16,Low
PRJ-01811,Infrastructure Project 01811,Ministry of Housing,Mining,Gujarat,State Government Agency,23900.06,27138.69,14632.21,39,17,2.04,55.65,43.59,61.57,48.92,6.74,12847.0,1785.21,6,3,1,-12.06,13.55,5.24,1,0,12.54,Low
PRJ-01812,Infrastructure Project 01812,Ministry of Communications,Steel,Andhra Pradesh,Public Sector Undertaking,3676.83,3820.69,2268.35,84,24,0.81,36.17,28.57,57.25,32.72,3.45,1953.39,314.96,5,4,0,-7.6,3.91,0.96,0,0,10.47,Low
PRJ-01813,Infrastructure Project 01813,Ministry of Railways,Communication,Odisha,Infrastructure Development Authority,5559.84,6271.1,956.0,47,45,3.77,95.21,95.74,16.12,87.52,7.69,936.53,19.47,11,11,0,0.53,12.79,8.02,1,0,16.51,Low
PRJ-01814,Infrastructure Project 01814,Ministry of Power,Social Infrastructure,Rajasthan,Central Government Agency,23614.62,31918.99,5716.65,97,4,10.35,0.0,4.12,11.56,0.0,0.0,5528.07,188.58,5,2,1,4.12,35.17,10.67,1,1,24.08,Low
PRJ-01815,Infrastructure Project 01815,Ministry of Communications,Coal,Bihar,Public Sector Undertaking,8409.04,9128.86,6506.56,53,5,0.0,0.0,9.43,73.95,0.0,0.0,5836.58,669.98,19,15,0,9.43,8.56,0.0,0,0,7.81,Low
PRJ-01816,Infrastructure Project 01816,Ministry of Housing,Steel,Tamil Nadu,Public Sector Undertaking,15905.12,19776.39,2267.62,115,26,3.58,17.9,22.61,7.35,14.38,3.52,2098.37,169.25,11,8,0,4.71,24.34,3.11,1,0,24.68,Low
PRJ-01817,Infrastructure Project 01817,Ministry of Coal,Coal,Uttar Pradesh,Central Government Agency,14967.75,20319.91,3513.97,32,39,0.0,100.0,100.0,21.24,93.93,6.07,3147.21,366.76,9,3,2,0.0,35.76,0.0,1,0,26.44,Low
PRJ-01818,Infrastructure Project 01818,Ministry of Housing,Energy,Maharashtra,Public Sector Undertaking,48111.3,56232.19,16020.91,76,57,15.7,64.74,75.0,35.27,60.16,4.58,13811.28,2209.64,17,3,0,10.26,16.88,20.66,1,1,27.79,Low
PRJ-01819,Infrastructure Project 01819,Ministry of Power,Communication,Uttar Pradesh,Central Government Agency,11236.19,11408.55,3356.18,105,96,0.0,98.23,91.43,24.66,90.52,7.71,3217.19,138.99,13,10,0,-6.8,1.53,0.0,0,0,4.7,Low
PRJ-01820,Infrastructure Project 01820,Ministry of Power,Social Infrastructure,Telangana,Infrastructure Development Authority,45938.74,54133.68,39730.57,79,34,14.98,36.13,43.04,65.52,34.29,1.84,37929.91,1800.66,16,15,2,6.91,17.84,18.96,1,1,22.43,Low
PRJ-01821,Infrastructure Project 01821,Ministry of Housing,Mining,West Bengal,Central Government Agency,6119.81,6135.6,1800.65,101,10,4.59,6.32,9.9,25.13,5.07,1.24,1652.56,148.09,11,8,0,3.58,0.26,4.55,0,0,10.88,Low
PRJ-01822,Infrastructure Project 01822,Ministry of Steel,Mining,Maharashtra,Public Sector Undertaking,10759.2,11563.25,1100.86,109,54,23.5,33.41,49.54,3.11,32.06,1.35,968.21,132.64,27,24,4,16.13,7.47,21.56,0,1,37.33,Medium
PRJ-01823,Infrastructure Project 01823,Ministry of Coal,Transport & Logistics,Tamil Nadu,Infrastructure Development Authority,46373.59,52972.22,39496.34,90,94,15.03,97.63,100.0,83.57,92.63,5.0,36308.37,3187.97,6,1,1,2.37,14.23,16.7,1,1,17.92,Low
PRJ-01824,Infrastructure Project 01824,Ministry of Steel,Communication,West Bengal,Public Sector Undertaking,10665.39,12102.22,5432.87,43,30,0.0,66.05,69.77,40.56,59.9,6.15,4861.35,571.51,19,8,1,3.72,13.47,0.0,1,0,18.76,Low
PRJ-01825,Infrastructure Project 01825,Ministry of Power,Transport & Logistics,Uttar Pradesh,Infrastructure Development Authority,46394.24,48975.9,16407.25,100,38,3.87,35.48,38.0,28.23,27.84,7.63,15128.25,1279.0,29,11,0,2.52,5.56,3.87,0,0,15.35,Low
PRJ-01826,Infrastructure Project 01826,Ministry of Railways,Transport & Logistics,Telangana,Central Government Agency,31907.29,34209.99,18502.64,92,3,0.85,13.53,3.26,52.88,11.43,2.1,18471.82,30.82,18,4,0,-10.27,7.22,0.93,0,0,0.0,Low
PRJ-01827,Infrastructure Project 01827,Ministry of Jal Shakti,Social Infrastructure,Gujarat,Central Government Agency,38854.5,41083.94,15262.18,85,36,9.24,47.13,42.35,34.63,44.11,3.02,14645.84,616.34,22,22,0,-4.78,5.74,10.87,0,1,18.59,Low
PRJ-01828,Infrastructure Project 01828,Ministry of Power,Transport & Logistics,Madhya Pradesh,State Government Agency,1645.03,2033.81,1491.61,77,33,0.0,54.64,42.86,74.06,53.69,0.95,1286.93,204.68,5,3,0,-11.78,23.63,0.0,1,0,15.44,Low
PRJ-01829,Infrastructure Project 01829,Ministry of Road Transport,Transport & Logistics,Karnataka,State Government Agency,35283.64,43143.14,23435.4,75,51,5.03,72.65,68.0,56.48,64.72,7.92,23228.59,206.81,6,5,0,-4.65,22.28,6.71,1,0,24.06,Low
PRJ-01830,Infrastructure Project 01830,Ministry of Jal Shakti,Communication,West Bengal,Central Government Agency,45687.29,51506.57,13131.7,82,16,11.69,28.02,19.51,23.96,25.34,2.67,12360.7,771.0,21,13,0,-8.5,12.74,14.26,1,1,29.0,Low
PRJ-01831,Infrastructure Project 01831,Ministry of Communications,Transport & Logistics,Uttar Pradesh,Central Government Agency,26241.26,27072.55,17012.4,58,42,1.72,71.11,72.41,71.23,65.22,5.89,15020.48,1991.92,26,25,0,1.31,3.17,2.97,0,0,0.94,Low
PRJ-01832,Infrastructure Project 01832,Ministry of Railways,Water & Sanitation,Telangana,Public Sector Undertaking,7155.86,7610.06,6184.76,47,22,6.82,34.28,46.81,87.24,26.5,7.78,5929.62,255.14,19,9,3,12.53,6.35,14.51,0,1,18.65,Low
PRJ-01833,Infrastructure Project 01833,Ministry of Power,Water & Sanitation,Gujarat,State Government Agency,6098.13,6737.65,1415.76,92,49,8.42,38.4,53.26,14.36,35.43,2.97,1208.6,207.17,17,6,3,14.86,10.49,9.15,1,0,28.13,Low
PRJ-01834,Infrastructure Project 01834,Ministry of Steel,Energy,Karnataka,Public Sector Undertaking,37305.14,45401.76,7108.18,28,29,3.59,100.0,100.0,19.74,98.19,1.81,6790.48,317.7,14,0,0,0.0,21.7,12.81,1,1,23.06,Low
PRJ-01835,Infrastructure Project 01835,Ministry of Power,Transport & Logistics,Madhya Pradesh,State Government Agency,36992.8,39930.49,3236.06,68,10,0.0,9.66,14.71,0.0,4.71,4.95,3127.54,108.52,19,8,0,5.04,7.94,0.0,0,0,16.85,Low
PRJ-01836,Infrastructure Project 01836,Ministry of Power,Transport & Logistics,Odisha,Public Sector Undertaking,7348.5,8012.47,5630.44,45,33,5.44,70.34,73.33,72.93,70.34,0.01,4881.13,749.31,28,21,1,2.99,9.04,12.09,0,1,15.77,Low
PRJ-01837,Infrastructure Project 01837,Ministry of Power,Mining,Andhra Pradesh,Public Sector Undertaking,7021.61,9074.74,6261.18,46,10,0.45,28.56,21.74,64.69,21.3,7.26,5748.26,512.92,11,0,0,-6.82,29.24,0.99,1,0,13.93,Low
PRJ-01838,Infrastructure Project 01838,Ministry of Coal,Energy,Gujarat,Central Government Agency,29522.6,30878.51,22286.13,118,103,9.43,86.49,87.29,73.19,79.06,7.43,20554.21,1731.92,16,1,1,0.8,4.59,8.0,0,0,11.95,Low
PRJ-01839,Infrastructure Project 01839,Ministry of Steel,Mining,Karnataka,State Government Agency,5785.4,6146.0,852.9,43,22,8.48,34.55,51.16,8.19,31.68,2.88,726.66,126.24,27,24,1,16.61,6.23,19.72,0,1,33.67,Low
PRJ-01840,Infrastructure Project 01840,Ministry of Railways,Communication,Rajasthan,Infrastructure Development Authority,1790.57,2032.53,567.97,70,34,11.58,60.35,48.57,32.82,52.95,7.39,522.48,45.48,29,15,1,-11.78,13.51,16.55,1,1,13.89,Low
PRJ-01841,Infrastructure Project 01841,Ministry of Steel,Mining,West Bengal,Infrastructure Development Authority,27927.75,29342.5,10994.97,55,64,14.09,96.68,100.0,31.1,94.53,2.15,10774.92,220.05,7,4,0,3.32,5.07,25.62,0,1,24.63,Low
PRJ-01842,Infrastructure Project 01842,Ministry of Coal,Communication,Bihar,Central Government Agency,48652.16,49412.58,40604.69,104,41,4.26,40.15,39.42,79.26,39.02,1.13,36668.04,3936.65,23,19,0,-0.73,1.56,4.1,0,0,9.97,Low
PRJ-01843,Infrastructure Project 01843,Ministry of Coal,Water & Sanitation,Andhra Pradesh,State Government Agency,25871.23,26578.97,2283.25,83,3,0.0,0.0,3.61,15.35,0.0,0.0,2010.28,272.97,24,19,1,3.61,2.74,0.0,0,0,12.68,Low
PRJ-01844,Infrastructure Project 01844,Ministry of Communications,Communication,West Bengal,State Government Agency,11888.74,11928.08,7090.14,67,15,1.78,30.07,22.39,55.22,24.4,5.67,6676.54,413.6,27,6,0,-7.68,0.33,2.66,0,0,9.05,Low
PRJ-01845,Infrastructure Project 01845,Ministry of Coal,Transport & Logistics,Tamil Nadu,Public Sector Undertaking,30859.19,32472.52,17603.11,108,3,5.87,12.88,2.78,53.41,7.18,5.7,17398.84,204.27,15,1,0,-10.1,5.23,5.43,0,0,16.9,Low
PRJ-01846,Infrastructure Project 01846,Ministry of Railways,Social Infrastructure,Rajasthan,Public Sector Undertaking,3284.95,3952.1,2583.44,80,79,8.69,87.2,98.75,66.02,83.43,3.77,2297.16,286.29,11,0,1,11.55,20.31,10.86,1,1,29.21,Low
PRJ-01847,Infrastructure Project 01847,Ministry of Steel,Coal,Gujarat,Public Sector Undertaking,47830.28,55838.22,38289.91,69,77,0.97,100.0,100.0,63.26,97.52,2.48,37428.33,861.58,16,14,1,0.0,16.74,1.4,1,0,8.11,Low
PRJ-01848,Infrastructure Project 01848,Ministry of Coal,Social Infrastructure,West Bengal,State Government Agency,48371.95,58809.69,21269.22,55,14,10.31,20.47,25.45,34.41,20.37,0.1,19970.86,1298.36,11,11,1,4.98,21.58,18.75,1,1,25.51,Low
PRJ-01849,Infrastructure Project 01849,Ministry of Power,Transport & Logistics,Odisha,Public Sector Undertaking,29238.04,30968.97,19181.04,31,34,1.47,100.0,100.0,57.9,98.46,1.54,18151.6,1029.44,5,0,1,0.0,5.92,4.73,0,0,18.97,Low
PRJ-01850,Infrastructure Project 01850,Ministry of Power,Communication,Rajasthan,Public Sector Undertaking,40983.1,48638.26,23070.77,78,12,0.38,16.87,15.38,53.22,13.89,2.98,21407.8,1662.97,8,8,0,-1.48,18.68,0.49,1,0,6.22,Low
PRJ-01851,Infrastructure Project 01851,Ministry of Road Transport,Social Infrastructure,Odisha,Infrastructure Development Authority,12930.73,13590.78,10019.22,74,41,2.18,52.35,55.41,65.92,49.14,3.21,9092.95,926.27,10,10,1,3.05,5.1,2.95,0,0,2.95,Low
PRJ-01852,Infrastructure Project 01852,Ministry of Jal Shakti,Mining,Madhya Pradesh,Central Government Agency,24810.17,26844.74,19511.49,106,96,7.35,74.02,90.57,74.55,68.41,5.61,16679.25,2832.24,12,10,2,16.55,8.2,6.94,0,0,27.15,Low
PRJ-01853,Infrastructure Project 01853,Ministry of Jal Shakti,Communication,Bihar,Public Sector Undertaking,24042.03,27970.4,1905.67,110,60,6.38,39.03,54.55,10.97,38.82,0.21,1803.41,102.26,5,0,2,15.52,16.34,5.8,1,0,33.35,Low
PRJ-01854,Infrastructure Project 01854,Ministry of Jal Shakti,Water & Sanitation,Maharashtra,Public Sector Undertaking,30828.73,41065.71,10948.93,46,4,2.61,11.3,8.7,27.89,4.92,6.38,9950.54,998.39,10,6,0,-2.61,33.21,5.67,1,0,23.69,Low
PRJ-01855,Infrastructure Project 01855,Ministry of Coal,Mining,Maharashtra,Public Sector Undertaking,43285.73,55069.12,25667.05,31,20,4.87,57.59,64.52,42.77,53.65,3.94,22457.52,3209.52,7,1,0,6.93,27.22,15.7,1,1,22.12,Low
PRJ-01856,Infrastructure Project 01856,Ministry of Housing,Mining,Uttar Pradesh,State Government Agency,41090.05,42411.1,32466.66,70,6,7.17,8.16,8.57,77.24,7.71,0.45,32247.41,219.25,28,28,0,0.41,3.22,10.24,0,1,14.34,Low
PRJ-01857,Infrastructure Project 01857,Ministry of Power,Mining,Rajasthan,Infrastructure Development Authority,47399.13,49210.89,10685.31,57,18,1.37,31.07,31.58,21.3,27.28,3.79,9319.04,1366.27,26,17,0,0.51,3.82,2.41,0,0,15.45,Low
PRJ-01858,Infrastructure Project 01858,Ministry of Power,Social Infrastructure,West Bengal,Public Sector Undertaking,32641.36,34251.87,22352.6,65,25,9.36,31.75,38.46,65.06,26.9,4.86,19677.16,2675.44,20,2,3,6.71,4.93,14.4,0,1,17.87,Low
PRJ-01859,Infrastructure Project 01859,Ministry of Steel,Social Infrastructure,Karnataka,Infrastructure Development Authority,49143.46,58077.75,33644.65,92,70,2.8,71.43,76.09,61.9,64.64,6.79,33573.15,71.49,20,3,0,4.66,18.18,3.04,1,0,18.23,Low
PRJ-01860,Infrastructure Project 01860,Ministry of Jal Shakti,Coal,Gujarat,Infrastructure Development Authority,13167.0,13875.57,11428.29,104,103,5.98,87.5,99.04,86.1,80.33,7.16,10771.47,656.82,22,16,1,11.54,5.38,5.75,0,0,16.16,Low
PRJ-01861,Infrastructure Project 01861,Ministry of Communications,Mining,Maharashtra,State Government Agency,32689.45,35578.38,28661.82,34,19,5.86,47.68,55.88,84.47,39.74,7.94,24922.02,3739.8,27,14,0,8.2,8.84,17.24,0,1,28.32,Low
PRJ-01862,Infrastructure Project 01862,Ministry of Road Transport,Steel,West Bengal,State Government Agency,42261.54,46242.24,35519.04,63,23,0.0,43.82,36.51,77.76,42.74,1.08,33889.64,1629.39,18,17,1,-7.31,9.42,0.0,0,0,0.81,Low
PRJ-01863,Infrastructure Project 01863,Ministry of Housing,Energy,Karnataka,Infrastructure Development Authority,20302.02,27937.1,19710.61,68,42,13.83,43.91,61.76,73.5,40.05,3.86,17881.89,1828.72,23,22,1,17.86,37.61,20.34,1,1,46.26,Medium
PRJ-01864,Infrastructure Project 01864,Ministry of Communications,Water & Sanitation,Karnataka,Central Government Agency,31559.17,36933.3,16795.34,117,53,16.13,26.48,45.3,43.97,22.07,4.41,16677.76,117.58,18,11,2,18.82,17.03,13.78,1,1,38.32,Medium
PRJ-01865,Infrastructure Project 01865,Ministry of Communications,Communication,Gujarat,Public Sector Undertaking,3723.79,4070.56,465.44,115,123,0.0,100.0,100.0,12.57,99.47,0.53,426.62,38.82,15,11,0,0.0,9.31,0.0,0,0,6.19,Low
PRJ-01866,Infrastructure Project 01866,Ministry of Road Transport,Communication,Rajasthan,Infrastructure Development Authority,11844.98,12274.32,7567.18,50,7,2.71,17.86,14.0,63.35,15.71,2.16,7551.91,15.27,25,18,0,-3.86,3.62,5.43,0,0,0.0,Low
PRJ-01867,Infrastructure Project 01867,Ministry of Steel,Steel,Bihar,Central Government Agency,36481.41,38968.33,26447.21,113,23,3.74,13.91,20.35,70.07,6.95,6.96,25049.29,1397.92,17,8,0,6.45,6.82,3.31,0,0,9.76,Low
PRJ-01868,Infrastructure Project 01868,Ministry of Housing,Water & Sanitation,Karnataka,Central Government Agency,47494.81,49629.14,41821.05,56,51,3.01,95.96,91.07,84.09,95.16,0.8,36153.44,5667.62,12,11,1,-4.89,4.49,5.38,0,0,20.43,Low
PRJ-01869,Infrastructure Project 01869,Ministry of Communications,Steel,Maharashtra,Infrastructure Development Authority,48309.59,56839.57,27354.12,32,17,4.07,50.4,53.12,45.53,43.4,7.0,25418.72,1935.4,29,9,1,2.72,17.66,12.73,1,1,14.78,Low
PRJ-01870,Infrastructure Project 01870,Ministry of Coal,Energy,Karnataka,Public Sector Undertaking,32882.87,34884.7,14258.09,76,51,0.0,66.89,67.11,37.48,61.73,5.16,13933.69,324.4,18,7,2,0.22,6.09,0.0,0,0,5.81,Low
PRJ-01871,Infrastructure Project 01871,Ministry of Road Transport,Steel,Andhra Pradesh,Infrastructure Development Authority,41944.44,45256.64,21178.28,81,59,17.07,67.73,72.84,44.33,63.18,4.55,20102.64,1075.64,6,3,1,5.1,7.9,21.08,0,1,18.84,Low
PRJ-01872,Infrastructure Project 01872,Ministry of Power,Energy,Gujarat,Public Sector Undertaking,996.5,1051.99,186.16,42,28,0.0,61.2,66.67,24.75,53.89,7.3,179.18,6.98,13,0,0,5.47,5.57,0.0,0,0,2.77,Low
PRJ-01873,Infrastructure Project 01873,Ministry of Coal,Coal,Andhra Pradesh,Public Sector Undertaking,24180.9,27748.38,12832.02,47,37,9.18,71.97,78.72,48.83,64.99,6.98,11077.95,1754.08,5,3,1,6.76,14.75,19.54,1,1,29.13,Low
PRJ-01874,Infrastructure Project 01874,Ministry of Steel,Communication,Uttar Pradesh,State Government Agency,34089.08,36413.81,21478.47,80,86,8.34,100.0,100.0,59.97,93.87,6.13,19662.3,1816.16,26,14,1,0.0,6.82,10.43,0,1,10.25,Low
PRJ-01875,Infrastructure Project 01875,Ministry of Communications,Mining,Rajasthan,Central Government Agency,1671.35,2153.25,1725.98,46,22,1.69,36.7,47.83,78.61,30.0,6.7,1652.61,73.37,14,6,0,11.13,28.83,3.68,1,0,26.2,Low
PRJ-01876,Infrastructure Project 01876,Ministry of Road Transport,Transport & Logistics,West Bengal,State Government Agency,28330.5,30419.59,15502.13,43,6,3.02,9.13,13.95,50.35,8.5,0.63,15003.44,498.69,26,1,0,4.83,7.37,7.02,0,0,19.69,Low
PRJ-01877,Infrastructure Project 01877,Ministry of Road Transport,Transport & Logistics,Telangana,Central Government Agency,32870.62,35148.32,4735.81,90,11,8.06,21.21,12.22,13.36,15.76,5.44,4718.72,17.09,9,8,0,-8.98,6.93,8.96,0,0,11.46,Low
PRJ-01878,Infrastructure Project 01878,Ministry of Steel,Transport & Logistics,Madhya Pradesh,Public Sector Undertaking,5855.87,7238.99,3987.71,109,108,13.28,90.44,99.08,55.05,88.46,1.99,3718.44,269.27,28,15,1,8.64,23.62,12.18,1,1,22.68,Low
PRJ-01879,Infrastructure Project 01879,Ministry of Power,Water & Sanitation,Telangana,State Government Agency,25076.96,26346.69,21743.65,108,18,0.21,8.35,16.67,85.26,2.16,6.19,18530.21,3213.44,7,4,0,8.31,5.06,0.19,0,0,18.95,Low
PRJ-01880,Infrastructure Project 01880,Ministry of Steel,Energy,Bihar,Infrastructure Development Authority,16899.66,18865.34,12285.62,47,5,4.57,0.0,10.64,65.33,0.0,0.0,11428.11,857.52,18,14,2,10.64,11.63,9.72,1,0,27.9,Low
PRJ-01881,Infrastructure Project 01881,Ministry of Jal Shakti,Steel,Rajasthan,State Government Agency,14509.7,15096.82,4165.57,30,35,5.62,100.0,100.0,27.87,98.71,1.29,3815.1,350.47,25,17,1,0.0,4.05,18.74,0,1,9.35,Low
PRJ-01882,Infrastructure Project 01882,Ministry of Coal,Coal,Rajasthan,Public Sector Undertaking,38261.67,42154.72,6369.05,30,8,0.0,21.51,26.67,11.4,19.04,2.47,5502.25,866.79,20,10,1,5.16,10.17,0.0,1,0,23.47,Low
PRJ-01883,Infrastructure Project 01883,Ministry of Road Transport,Coal,Karnataka,Central Government Agency,21479.54,23913.37,6022.77,74,14,8.9,24.06,18.92,24.32,19.43,4.63,5638.63,384.15,7,3,0,-5.14,11.33,12.03,1,1,6.12,Low
PRJ-01884,Infrastructure Project 01884,Ministry of Railways,Communication,Gujarat,Central Government Agency,19324.02,19389.97,8991.05,111,41,2.92,37.26,36.94,53.83,34.4,2.86,7999.62,991.43,11,11,0,-0.32,0.34,2.63,0,0,4.12,Low
PRJ-01885,Infrastructure Project 01885,Ministry of Power,Steel,Gujarat,Public Sector Undertaking,21190.7,23555.35,14825.54,70,78,9.52,100.0,100.0,66.17,92.68,7.32,13414.69,1410.85,22,1,0,0.0,11.16,13.6,1,1,17.35,Low
PRJ-01886,Infrastructure Project 01886,Ministry of Housing,Transport & Logistics,Telangana,Infrastructure Development Authority,20840.07,23127.41,4889.03,81,80,0.0,98.93,98.77,19.49,98.6,0.33,4263.13,625.9,19,17,0,-0.16,10.98,0.0,1,0,24.52,Low
PRJ-01887,Infrastructure Project 01887,Ministry of Railways,Water & Sanitation,Madhya Pradesh,Central Government Agency,36583.22,46895.32,38732.72,101,74,15.0,64.56,73.27,87.51,56.85,7.71,38678.54,54.18,19,6,0,8.7,28.19,14.85,1,1,26.93,Low
PRJ-01888,Infrastructure Project 01888,Ministry of Coal,Water & Sanitation,Madhya Pradesh,Infrastructure Development Authority,8332.45,8577.6,2620.27,110,80,3.08,69.58,72.73,31.94,61.93,7.65,2242.94,377.33,21,20,1,3.15,2.94,2.8,0,0,16.4,Low
PRJ-01889,Infrastructure Project 01889,Ministry of Communications,Communication,Uttar Pradesh,Public Sector Undertaking,30961.49,35856.78,13120.66,107,82,6.65,50.13,76.64,38.81,48.13,2.0,12650.65,470.01,9,2,3,26.5,15.81,6.22,1,0,48.05,Medium
PRJ-01890,Infrastructure Project 01890,Ministry of Communications,Communication,Bihar,State Government Agency,21973.27,22521.36,8490.85,45,5,0.0,11.75,11.11,39.96,5.27,6.48,7962.57,528.28,6,1,0,-0.64,2.49,0.0,0,0,8.77,Low
PRJ-01891,Infrastructure Project 01891,Ministry of Power,Steel,Maharashtra,Public Sector Undertaking,39079.72,43991.02,20735.56,26,12,0.0,55.58,46.15,40.22,51.1,4.48,17768.78,2966.77,5,4,1,-9.43,12.57,0.0,1,0,10.07,Low
PRJ-01892,Infrastructure Project 01892,Ministry of Housing,Mining,Gujarat,Infrastructure Development Authority,21481.98,23665.81,7085.32,100,61,6.55,49.93,61.0,31.47,44.31,5.63,6107.11,978.21,9,9,1,11.07,10.17,6.55,1,0,22.89,Low
PRJ-01893,Infrastructure Project 01893,Ministry of Housing,Steel,Karnataka,Infrastructure Development Authority,39363.75,52068.73,24847.49,101,75,16.31,58.06,74.26,46.23,56.42,1.64,22756.54,2090.96,26,4,1,16.2,32.28,16.15,1,1,49.29,Medium
PRJ-01894,Infrastructure Project 01894,Ministry of Road Transport,Social Infrastructure,Andhra Pradesh,Central Government Agency,42295.58,52914.73,28636.92,31,8,4.0,22.11,25.81,49.44,17.57,4.54,27316.48,1320.44,26,26,0,3.7,25.11,12.89,1,1,25.69,Low
PRJ-01895,Infrastructure Project 01895,Ministry of Jal Shakti,Social Infrastructure,Tamil Nadu,Public Sector Undertaking,38243.93,39585.23,11835.56,104,56,4.77,46.76,53.85,27.97,44.19,2.58,10236.24,1599.32,11,0,1,7.09,3.51,4.58,0,0,20.03,Low
PRJ-01896,Infrastructure Project 01896,Ministry of Jal Shakti,Social Infrastructure,Gujarat,Infrastructure Development Authority,33127.9,33756.82,13559.9,46,33,0.0,67.5,71.74,40.59,63.04,4.46,12919.49,640.41,7,3,2,4.24,1.9,0.0,0,0,3.67,Low
